Location	Category	Sub Category	Brand	Offer	Start Date	End Date
Ahmedabad	Dining	Standalone	Ambrosia the multicuisine restaurant	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Chain	The chocolate room	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Chain	The chocolate room	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Chain	The chocolate room	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Chain	The chocolate room	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Chain	The chocolate room	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Chain	The chocolate room	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Chain	The chocolate room	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Standalone	Zaffran	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
Ahmedabad	Dining	Standalone	Urban Platter	15% off on bill	"September 01, 2013"	"November 30, 2014"
Ahmedabad	Dining	Standalone	Dana Restaurant	15% off on foodbill	"September 01, 2013"	"November 30, 2014"
Ahmedabad	Dining	Standalone	Flavors 	15% off on foodbill	"September 01, 2013"	"November 30, 2014"
Ahmedabad	Dining	Standalone	Firechef	15% off on foodbill	"September 01, 2013"	"November 30, 2014"
Khalapur	Dining	Chain	KFC	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Delhi	Dining	Standalone	Entourage	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Gurgaon	Dining	Standalone	Ghungrooz	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Noida	Dining	Standalone	Tashtari	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Delhi	Dining	Standalone	Trolley	15% off on Food bill 	"August 15, 2013"	"October 14, 2014"
Delhi	Dining	Chain	Spice Court Bar & Restaurant	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Delhi	Dining	Chain	Spice Court Bar & Restaurant	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Delhi	Dining	Standalone	Fusion Caf_	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Delhi	Dining	Standalone	Bora Bora 	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Noida	Dining	Standalone	Tandoori Village -GIP	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Noida	Dining	Chain	Tandoori Village	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Noida	Dining	Chain	Tandoori Village	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
Delhi	Dining	Standalone	SOY	15% off on Food bill 	"September 15, 2013"	"October 14, 2014"
New Delhi	Dining	Standalone	La Crepe rit	15% off on Food bill 	"October 24, 2013"	"September 24, 2014"
Gurgaon	Dining	Standalone	Mojo	15% off on Food bill 	"August 15, 2013"	"October 14, 2014"
New Delhi	Dining	Standalone	Khaaja Chowk	15% off on Food bill 	"August 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Caf_ Ludus	15% off on Food bill 	"September 01, 2013"	"November 30, 2014"
New Delhi	Dining	Chain	Naivedyam	15% off on Food bill 	"August 14, 2013"	"October 14, 2014"
New Delhi	Dining	Chain	Naivedyam	15% off on Food bill 	"August 14, 2013"	"October 14, 2014"
New Delhi	Dining	Chain	Naivedyam	15% off on Food bill 	"August 14, 2013"	"October 14, 2014"
New Delhi	Dining	Standalone	Drums Of Heaven	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Eagle Boys Pizza 	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Eagle Boys Pizza 	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Eagle Boys Pizza 	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Eagle Boys Pizza 	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Eagle Boys Pizza 	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Angreeze Dhaba	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Angreeze Dhaba	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Angreeze Dhaba	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Angreeze Dhaba	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
Faridabad	Dining	Chain	Angreeze Dhaba	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
New Delhi	Dining	Chain	Angreeze Dhaba	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
Amritsar	Dining	Chain	Angreeze Dhaba	15% off on Food bill 	"September 01, 2013"	"October 30, 2014"
Chennai	Dining	Chain	Noodle King	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Chain	Noodle King	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Chain	Noodle King	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Chain	Noodle King	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Chain	Noodle King	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Olives	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Downtown	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Masala Dani	15% off on the food	"September 01, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Vembanad	15% off on the food	"September 01, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Sidewalk Caf_ & Bar	15% off on the food	"September 01, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Nithyothsav	15% off on the food	"August 15, 2013"	"October 14, 2014"
Delhi	Dining	Standalone	Ek Boti Do Roti	15%  off on total Bill	"August 30, 2013"	"November 30, 2014"
Delhi	Dining	Standalone	Revv Caf_	15% off on food	"September 30, 2013"	"November 30, 2014"
Delhi	Dining	Standalone	Bromfy	15%  off on total Bill	"September 30, 2013"	"November 30, 2014"
Delhi	Dining	Standalone	Express Dhaba	15%  off on total Bill	"September 30, 2013"	"November 30, 2014"
Delhi	Dining	Standalone	Arabiska	15%  off on total Bill	"September 30, 2013"	"November 30, 2014"
Delhi	Dining	Standalone	Sinciti	15%  off on total Bill	"October 01, 2013"	"October 31, 2014"
Delhi	Dining	Standalone	Barbeque Creation	15%  off on total Bill	"September 30, 2013"	"October 31, 2014"
noida	Dining	Standalone	Kink	15%  off on total Bill	"September 30, 2013"	"October 31, 2014"
Delhi	Dining	Standalone	Moti Mahal (Def. Colony)	15%  off on total Bill	"September 20, 2013"	"October 31, 2014"
noida	Dining	Standalone	Vinny's	15%  off on total Bill	"October 15, 2013"	"October 31, 2014"
Delhi	Dining	Standalone	Dum Pakwan	15%  off on total Bill	"September 09, 2013"	"October 31, 2014"
Vadodara	Dining	Chain	Sigdi	20% off on foodbill	"September 01, 2013"	"November 30, 2014"
Ahmedabad	Dining	Chain	Sigdi	20% off on foodbill	"September 01, 2013"	"November 30, 2014"
Kolkata	Dining	Standalone	Bibi of Taaja's	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Pasha	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	First Innings	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Heka	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Mirage	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Baker Boy	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Punj- Aab	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Aromas	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	The Big Ben	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	The Marble Room	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Bombay Bru / The Court Yard	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Bar & Bistro Grill	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
Kolkata	Dining	Standalone	Olive	15% Discount on Food	"September 01, 2013"	"November 30, 2014"
Kolkata	Dining	Standalone	Crest	15% Discount on Food	"September 15, 2013"	"November 14, 2014"
New Delhi	Dining	Standalone	Blue moon	15% off on food 	"September 30, 2013"	"October 30, 2014"
New Delhi	Dining	Standalone	4 in 1 Restro/bar	15% off on food 	"September 30, 2013"	"October 30, 2014"
New Delhi	Dining	Standalone	The spinns restro bar	15% off on food 	"September 30, 2013"	"October 30, 2014"
New Delhi	Dining	Standalone	Cosy restaurant	15% off on food 	"September 30, 2013"	"October 30, 2014"
Noida	Dining	Standalone	Thaal vaadi restaurant	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Duck U	15% off on food 	"September 01, 2013"	"October 01, 2014"
Noida	Dining	Standalone	Xiian	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	RPM Zanzi bar	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	Cheenos	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	Doosri Mehfil	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	Anchor bar & kitchen	15% off on food 	"September 27, 2013"	"November 30, 2014"
Noida	Dining	Standalone	Samarkand	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	BabyDragon	15% off on food 	"September 24, 2013"	"November 30, 2014"
New Delhi	Dining	Standalone	Caf_ cruise	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Keeva eat play lounge	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Hao Shi Nian Niann	15% off on food 	"October 01, 2013"	"December 31, 2014"
New Delhi	Dining	Standalone	Nagaland kitchen	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Hammer	15% off on food 	"October 15, 2013"	"December 14, 2014"
Ghaziabad	Dining	Standalone	Champion	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Barka	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Haze	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	Shahi Angeethi	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Saleem Restaurant 	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	Quesa Lounge	15% off on food 	"October 15, 2013"	"December 14, 2014"
Noida	Dining	Standalone	Giardino	15% off on food 	"October 15, 2013"	"December 14, 2014"
Gurgaon	Dining	Standalone	Waza	15% off on food 	"September 30, 2013"	"October 30, 2014"
New Delhi	Dining	Standalone	Waza	15% off on food 	"September 30, 2013"	"October 30, 2014"
Noida	Dining	Standalone	Khidmat	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Khidmat	15% off on food 	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	tryst 101	15% off on food 	"September 30, 2013"	"December 14, 2014"
New Delhi	Dining	Standalone	Tryst music caf_	15% off on food 	"September 30, 2013"	"December 14, 2014"
Ghaziabad	Dining	Standalone	Tryst 101 Cafe lounge	15% off on food 	"September 30, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	Caf_ Amor	15% off on food bill	"October 15, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	Kebab Khan	15% off on food bill	"October 15, 2013"	"December 14, 2014"
jaipur	Dining	Standalone	Khushboo Restaurant	25% Off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Blue Coriander	20% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Distil The Lounge Bar	20% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Garden Caf_	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	F 32	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Paramount Restaurant	15% (Food and Soft Beverages)	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Pakwan Restaurant	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Maurya- Fort Chandragupt	15%(Food Only)	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Balle Club	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Eat etc	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Cockpit	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Waves- The Pub	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Maharani Express Bar	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Blue Heaven Bar	15% off on food bill	"October 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Geetanjali Restaurant	15% off on food bill	"October 15, 2013"	"December 14, 2014"
New Delhi	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Noida	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Ghaziabad	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Noida	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Yo China	15% discount on food only	"September 30, 2013"	"October 31, 2014"
Noida	Dining	Standalone	Lawn Bistro	15% off on Total bill	"October 15, 2013"	"December 15, 2014"
Hyderabad	Dining	Standalone	Ice n Spice	15% off on the bill	"October 01, 2013"	"August 31, 2014"
Hyderabad	Dining	Standalone	Prana	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Standalone	Twilight	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Standalone	Liquor Works	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Standalone	Mozzarella Global Cuisine	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Standalone	Twister Sports Pub	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Standalone	Flavours	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Chain	Testa Rossa	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Chain	Testa Rossa	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Hyderabad	Dining	Chain	Testa Rossa	15% off on the bill	"September 30, 2013"	"November 14, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ghaziabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ghaziabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ghaziabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chandigarh	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chandigarh	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chandigarh	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Lucknow	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Lucknow	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Pune	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Pune	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Pune	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Pune	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Pune	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ahmedabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Hyderabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Hyderabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Hyderabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chennai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chennai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chennai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chennai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chennai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Standalone	Sydewok	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Nesta  Caf_	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Cinnamon Restaurant	15 % Discount on Total bill	"September 01, 2013"	"November 30, 2014"
Mumbai	Dining	Standalone	Hotel Royal Park	20 % Discount on Total bill	"September 01, 2013"	"November 30, 2014"
Mumbai	Dining	Standalone	Cool Chef	15 % Discount on Total bill	"September 01, 2013"	"November 30, 2014"
Mumbai	Dining	Standalone	The Bowl House	Get 20% discount on total bill	"September 01, 2013"	"November 30, 2014"
