Location	Category	Sub Category	Brand	Offer	Start Date	End Date
Pan India	Ecommerce	Retail	Fashos	Rs.300 off on minimum cart value of Rs.1000	"July 01, 2014"	"September 30, 2014"
Pan India	Ecommerce	Travel	Abhibus	Book bus tickets on www.abhibus.com and get 10% off on each bus booking. Maximum discount of Rs.80	"Jul 31, 2014"	"September 30, 2014"
Pan India	Ecommerce	Travel	Bobe.in	Flat 10% off on booking bus tickets at www.bobe.in per transaction subject to a maximum discount of Rs100/-.	"October 01, 2013"	"July 31, 2014"
Pan India	Ecommerce	Travel	Slimtrip	"On purchase of Bus tickets from the website, ICICI Bank user gets 10% discount for Ticket Fare of below Rs 500/- and Rs 50/- per ticket for Ticket Fare of above Rs 500/-. "	"October 01, 2013"	"July 31, 2014"
Pan India	Ecommerce	Watches	Ghadiwala	Additional 5% off	"October 01, 2013"	"July 31, 2014"
Pan India	e-commerce/Retail	Kids/Fashion	Green Gold	10% discount on products at Green Gold stores or on website	"Apr 1, 2014"	"March 31, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali _ The Ayurvedic Healing Village, Palakkad (Kerala, India) ø One night (i.e. 4th Night) complimentary stay in case of 3 nights paid stay. Inclusion:-  ‡Accommodation on Single / Double Occupancy ‡ All Meals (Breakfast, Lunch & Dinner _ Veg. Only). "	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Estuary View Resort, Karwar (Karnataka, India)  ø One night (i.e. 3rd Night) complimentary stay in case of 2 nights paid stay.Inclusion:-  ‡ Stay in AC Suite on Single / Double occupancy basis. ‡ All Meals (Breakfast, Lunch & Dinner). ‡ Refreshing Welco"	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali Ayurvedic Treatment Centre (Delhi, Mumbai, Khajuraho, Hyderabad and Trivandrum) ø 30% Discount on Ayurvedic Packages ø 50% Discount on Personal Lifestyle, Fitness Evaluation with Dosha analysis"	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali ?The Ayurvedic Healing Village, Palakkad (Kerala, India) ø Ayurveda - Yoga _ Meditation & Astrology Package _ 30% Discount"	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali Ayurvedic Treatment Centre (Delhi, Mumbai, Khajuraho and Trivandrum) ø Beauty Care of Kairali (Abhyangam + Facial & Face Pack) _ 35% Discount"	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali _ The Ayurvedic Healing Village, Palakkad (Kerala, India) ‡ 20% Discount on Accommodation.  ‡ 20% Discount on Ayurvedic Treatments. ‡ 10% Discount on Ayurvedic Medicines."	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Estuary View Resort, Karwar (Karnataka, India) 20% Discount on Accommodation."	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali Ayurvedic Treatment Centre, Khajuraho (MP): 20% Discount on all Treatments."	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali Ayurvedic Treatment Centre, Delhi: 20% Discount on all Ayurvedic Treatments."	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali Ayurvedic Treatment Centre, Mumbai: 20% Discount on all Ayurvedic Treatments."	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	"Kairali Ayurvedic Treatment Centre, Trivandrum: 20% Discount on all Ayurvedic Treatments."	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Kairali Ayurvedic	" Kairali Ayurvedic Treatment Centre, Hyderabad: 15% Discount on all Ayurvedic Treatments."	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	"One week Health Club Trial Voucher.  (The Health Club trial voucher is not valid at ""The Leela Kempinksi - Gurgaon"" and ""Kempinski Ambience Hotel - East Delhi"")"	"October 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	"One week Health Club Trial Voucher.  (The Health Club trial voucher is not valid at ""The Leela Kempinksi - Gurgaon"" and ""Kempinski Ambience Hotel - East Delhi"")"	"October 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	Rs. 1500/- worth of gift vouchers @ 10% Discount - *Plus Taxes*	"October 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	Rs. 3000/- worth of gift vouchers @ 15% Discount - *Plus Taxes*	"October 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	Rs. 5000/- worth of gift vouchers @ 25% Discount - *Plus Taxes*	"October 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	"15% discount, on a minimum spent of Rs. 3000/- (Salon & SPA usage). *Plus Taxes*"	"October 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	25% discount - on minimum spent of Rs. 5000/- (Salon & SPA usage). *Plus Taxes*	"October 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	The Four Fountain Spa	10% off on all services.	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	The Four Fountain Spa	Rs 500 discount on any 60 min therapy	"July 01, 2013"	"March 30, 2015"
Pan India	Health & Wellness	Health and Fitness	Vibes	"For below mentioned services Worth : Rs. 6,100: ICICI Bank Customer will have to pay Rs.900 (Hair Style change, Hair Wash, Blow Dry, Manicure / Pedicure, Half Arm Waxing, Shaving, Threading eye brow, Radiance Facial, BCA, Diet counseling  Skin and Hair An"	"October 01, 2013"	"July 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Vibes	"For below mentioned services Worth : Rs. 4000: ICICI Bank Customer will have to pay Rs.600 Hair Style change, Hair wash, Blow dry, Shaving, Manicure / Pedicure, Threading eye brow , BCA, Skin and hair analysis , Diet Counseling  "	"October 01, 2013"	"July 31, 2014"
Pan India	Health & Wellness	Spa 	Aura Spa World	Flat 20% off on all services between Monday and Friday at select outlets	"April 01, 2014"	"September 30, 2014"
Pan India	Home Decor	Home Decor	V3 Home Zone	20% discount at V3 Home Zone Franchisee Outlets	"April 01, 2014"	"September 30, 2014"
Pan India	Hotel	Hotels	Ginger Hotels	Get 15% discount on Best Available Rates 	"April 01, 2014"	"September 30, 2014"
Pan India	Hotels	Resort	Tathasthu Resorts	For 1 Night stay: 25 % off on Rack rate	"May 01, 2014"	"September 30, 2014"
Pan India	Hotels	Resort	Tathasthu Resorts	For 2 Nights stay: 35% off on Rack rate on both nights	"May 01, 2014"	"September 30, 2014"
Pan India	Hotels	Resort	Tathasthu Resorts	For 1 Night stay: 25 % off on Rack rate	"May 01, 2014"	"September 30, 2014"
Pan India	Hotels	Resort	Tathasthu Resorts	For 2 Nights stay: 35% off on Rack rate on both nights	"May 01, 2014"	
Pan India	Retail	Apparels	Being Human	5% off on all products and Being Human exclusive outlets	"May 01, 2014"	"September 30, 2014"
Pan India	Retail	Apparels	John Miller	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	Indigo nation	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	Jealous 21	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	Daniel Hechter	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	Manchester United	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	Urbana	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	Urban Yoga	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	Scullers	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels	MOHR	Additonal 5% off on purchases of Rs 5000/- and above	"July 03, 2014"	"August 10, 2014"
Pan India	Retail	Apparels and Shoes	Central	Upto 7.5% Additional Discount	1st July 2014	3rd July 2104
Pan India	Retail	Apparels and Shoes	Planet Fashion	Additional 5% discount on minimum purchase of Rs 5000	4th July 2014	31st July 2014
Pan India	Retail	Apparels and Shoes	Basicslife Online	Additional 35% off on Mens Fashion	1st April 2014	30th Sept 2014
Pan India	Retail	Electronics	GE	Flat 20% off on all GE washing machines and refrigerators	"October 1, 2013"	"August 31, 2014"
Pan India	Retail	Electronics	Next Online	Upto Rs 3000 off	1st July 2014	30th Sept 2014
Pan India	Retail	Electronics	Ezone	Additional 5% cashback on minimum purchase of Rs 20000 & above	21st June 2014	3rd August 2014
Pan India	Retail	Electronics	EzoneOnline	Additional 5% cashback on minimum purchase of Rs 20000 & above	21st June 2014	3rd August 2014
Pan India	Retail	Gifting	The Bombay Store	Shop for Rs 5000 & get Rs 500 off on all category of products	1st June 2014	31st March 2015
Pan India	Retail	Home Appliances	Prestige Smart Kitchen	Additional 5% off over and above the discount available at PSK stores	"April 01, 2014"	"September 30, 2014"
Pan India	Retail	Jewellery	DitiJewellery	Flat 20 % discount on Gold & Platinum Jewellery	01-Apr-14	30th Sept 2014
Pan India	Travel	Breakdown assistance	Cross Roads	Flat 10% discount on all car breakdown assistance packs (for customers in 23 serviceable cities) 	"Jul 1, 2013"	"Dec 31, 2014"
Pan India	Travel	Bus Booking	Ticket Goose	Flat 5% discount. Max Discount of Rs.80	"November 01, 2013"	"July 31, 2014"
Pan India	Travel	Bus Booking	Buspapa.com	Flat 10% Off (Max upto Rs80) on Bus Ticket Minimum Ticket Amount should be Rs500 & more	"Feb 15, 2014"	"Jul 31, 2014"
Pan India	Travel	Car Rentals	GetMeCab.com	Flat 5% off on outstation taxi booking booked online on the alliance partner's website 	"Jul 1, 2014"	"Mar 31, 2015"
Pan India	Travel	Domestic Airline	GoAir	Flat 20% discount on base fare	"Jul 1, 2014"	"September 30, 2014"
Pan India	Travel	Domestic Flights	Ezeego1	Rs. 250 cash back per booking on domestic  air ticket(minimum booking value Rs. 6000)	"Jul 1, 2014"	"Sep 30, 2014"
Pan India	Travel	Domestic Flights	ThomasCook.in	"One way: Rs.300 OFF Minimum booking amount Rs.5,000 and Return: Rs.600 OFF Minimum booking amount Rs.10,000"	"Apr 1, 2014"	"Dec 31, 2014"
Pan India	Travel	Domestic Flights	Musafir.com	Flat Rs.600 off on return flights above Rs 12000 and Rs.300 off on one way flight above Rs.5500	"Apr 1, 2014"	"Jul 31, 2014"
Pan India	Travel	Domestic Flights	Flywidus.com	Flat Rs.600 off on domestic return flights  and Rs.300 off on one way domestic flight	"Jul 1, 2014"	"Oct 31, 2014"
Pan India	Travel	Domestic Holidays	Cox and Kings	"Flat 7% cashback, max upto Rs.5000,  on Bharat Dekho (India Holiday)"	"Oct 1, 2013"	"Jul 31, 2014"
Pan India	Travel	Domestic Holidays	Ezeego1	Flat 7% cash back on booking domestic holiday packages with maximum cash back of Rs. 2000 per booking	"Jul 1, 2014"	"Sep 30, 2014"
Pan India	Travel	Domestic Hotels	Travelguru	Flat 15% off on domestic hotel bookings subject to maximum discount of Rs. 3500	"Oct 1, 2013"	"Jul 31, 2014"
Pan India	Travel	Domestic Hotels	Ezeego1	"10% cash back on booking any domestic hotels  up to a maximum capping of Rs. 3,000 per transaction"	"Jul 1, 2014"	"Sep 30, 2014"
Pan India	Travel	Domestic Hotels	ThomasCook.in	"Discount of 10% upto Rs.2,500 is applicable on booking Domestic Hotels"	"Apr 1, 2014"	"Dec 31, 2014"
Pan India	Travel	Domestic Hotels	Musafir.com	Flat 25% off on domestic hotel booking. Maximum discount of Rs.2000	"Apr 1, 2014"	"Jul 31, 2014"
Pan India	Travel	Holidays	MustSeeIndia.com	10% on minimum purchase of Rs. 5000 and above of the  Hotel Stay Packages for all domestic holiday packages 	"Jun 1, 2014"	"Dec 31, 2014"
Pan India	Travel	International Airline	Tiger Air	Pay to go and return for Free from Singapore	"Jul 1, 2014"	"July 6 , 2014"
Pan India	Travel	International Flights	Ezeego1	Rs. 750 cash back on international return air tickets	"Jul 1, 2014"	"Sep 30, 2014"
Pan India	Travel	International Flights	ThomasCook.in	"One way: Rs.500 OFF Minimum booking amount Rs.12,000 and Return: Rs.1000 OFF Minimum booking amount Rs.24,000"	"Apr 1, 2014"	"Dec 31, 2014"
Pan India	Travel	International Flights	Musafir.com	Upto Rs.2500 off on booking International flights	"Apr 1, 2014"	"Jul 31, 2014"
Pan India	Travel	International Holidays	Cox and Kings	"Flat 10% cashback, max upto Rs.10000, on Flexihol (International Holidays) including Luxury Holidays"	"Oct 1, 2013"	"Jul 31, 2014"
Pan India	Travel	International Holidays	Ezeego1	Flat 7% cash back on booking international holiday packages with maximum cash back of Rs. 6000 per booking	"Jul 1, 2014"	"Sep 30, 2014"
Pan India	Travel	International Hotels	Ezeego1	"10% cash back on booking any international hotels  up to a maximum capping of Rs. 3,000 per transaction"	"Jul 1, 2014"	"Sep 30, 2014"
Pan India	Travel	International Hotels	ThomasCook.in	"Discount of 10% upto Rs.5,000 is applicable on booking International Hotels"	"Apr 1, 2014"	"Dec 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	Entitled to Rs. 1000/- worth of services free. He / She will get two (02) vouchers of Rs. 500/- denomination.	"August 1, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	To get four (04) vouchers (Buy 1 and avail 50% discount on similar or additional services).	"August 1, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Spa	Aura Spa World	30% off on all services at select outlets of Aura Spa World. Offer valid from Monday to Friday	"April 01, 2014"	"September 30, 2014"
Pan India	Retail	Apparels and Shoes	Jack and Jones/Vero Moda / Only	Get Rs 500 voucher on minimum purchase of Rs 5000 at exclusive brand outlet	"June 24, 2013"	"July 31, 2014"
Pan India	Retail	Apparels and Shoes	United Colors of Benetton	"Flat 15% discount on Maximum Retail Price (MRP) on purchase of Rs 3,000 & above "	"July 1, 2013"	"June 30, 2014"
Pan India	Travel	Domestic Holidays	World Travel Studio	"Flat 10% off on any customized domestic holiday package. Max discount of Rs 5,000"	"November 1, 2013"	"October 31, 2014"
Pan India	Travel	International Holidays	World Travel Studio	"Flat 10% off on any customized domestic holiday package. Max discount of Rs 5,000"	"November 1, 2013"	"October 31, 2014"
Pan India	Retail	Apparels and Shoes	Jack and Jones/ Vero Moda / Only	Get Rs 500 voucher on minimum purchase of Rs 5000 at exclusive brand outlet	"June 24, 2013"	"July 31, 2014"
Pan India	Health & Wellness	Spa	Aura Spa World	50% off on all services at select outlets of Aura Spa World. Offer valid from Monday to Friday	"April 01, 2014"	"September 30, 2014"
Pan India	Health & Wellness	Salons	Biguine salons	Flat 20% off on all our services	"August 01, 2013"	"August 01, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	Wealth Banking Customer - Entitled to Rs. 2000/- worth of services free. He/She will get four (04) vouchers of Rs. 500/- denomination.	"August 01, 2013"	"December 31, 2014"
Pan India	Health & Wellness	Health and Fitness	Pevonia Luxury Spa & Health club	Wealth Banking Customer will get 15% discount on any membership.  Discount is valid on Rack Rate Only	"August 01, 2013"	"December 31, 2014"
Pan India	E-commerce	Hotel	Saffron Voyages (52Rooms)	15% discount on listed price on website	"September 1, 2013"	"August 31, 2014"
Pan India	Hotels	Hotels	Pride Hotel	Flat 50% off on published tariff price	"May 01, 2014"	"September 30, 2014"
Pan India	Hotels	Hotels	Hilton Shillim	"Enjoy a complimentary Night stay, meditation, spa & yoga sessions with a 2 night stay at Hilton Shillim, Pune"	"May 01, 2014"	"September 30, 2014"
Pan India	Retail	Watches	Watches & More	"Enjoy a Rs 1000 off on Pierre Cardin, Espirit, Ceruti, and Carerra watches"	"May 01, 2014"	"September 30, 2014"
Pan India	Hotels	Hotels	Upper Deck 	"Enjoy a minimum of 10% discount on all services at Upper Deck, Pune"	"May 01, 2014"	"September 30, 2014"
Pan India	E-commerce	Fashion	Rocknshop	Exclusive 25% off on all new collections only for ICICI Bank Wealth customers. 	" May 01, 2014"	"July 31, 2014"
Pan India	Retail	Home D_cor	Hastens	Gift voucher of Rs 5000 with no minimum spends	"May 01, 2014"	"September 30, 2014"
Pan India	Retail	Home D_cor	Hastens	"Gift voucher of Min Rs 50,000 redeemable on purchase of bed/Mattress (Can go upto RS 2 lakh redeemable on higher models of bed/mattress)"	"May 01, 2014"	"September 30, 2014"
Pan India	E-commerce	Beauty  services	Forest Essentials	Offer 10 % discount onæa minimum purchase of INR 3000/-	"May 01, 2014"	"August 31, 2014"
Pan India	Magazines	Magazine	National Geographic	Annual subscription at the cost of Rs 2499/- 	"June 01, 2014"	"July 31, 2014"
Mumbai	Dining	Standalone	Bunglow 9	15% off on Food Bill	"April 06, 2014"	"May 06, 2015"
Chandigarh	Dining	Standalone	MEHFIL RESTAURANT	15% off on Food Bill	"October 30, 2013"	"November 30, 2014"
Chandigarh	Dining	Standalone	THE VIBE CLUB	15% off on Food Bill	"October 30, 2013"	"November 30, 2014"
Jaipur	Dining	Standalone	Aqua grill	15% off on Total Bill	"November 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Colors	15% off on Total Bill	"November 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Dragon House	15% off on Total Bill	"November 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Kasbah	15% off on Total Bill	"November 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Mosaic	15% off on Total Bill	"November 15, 2013"	"December 14, 2014"
Jaipur	Dining	Standalone	Riva	15% off on Total Bill	"November 15, 2013"	"December 14, 2014"
Vadodara	Dining	Standalone	"24 CARATS ""The Gourmet Lounge"""	15% off on Total Bill 	"January 05, 2014"	"June 30, 2015"
Vadodara	Dining	Standalone	Amantran The Restaurant	15% off on Total Bill 	"January 05, 2014"	"June 30, 2015"
Vadodara	Dining	Standalone	Anjoy the Family Restaurant	15% off on Total Bill 	"January 05, 2014"	"June 30, 2015"
Vadodara	Dining	Standalone	Urban Spice	15% off on Total Bill 	"April 25, 2014"	"May 26, 2015"
Vadodara	Dining	Standalone	ORIZON THE RESTAURANT	15% off on Total Bill 	"April 25, 2014"	"May 26, 2015"
Vadodara	Dining	Standalone	FLAVOR THE RESTAURANT	15% off on Total Bill 	"April 25, 2014"	"May 26, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Pune	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Thane	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Thane	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Thane	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Thane	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Lonavala	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Aurangabad	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Aurangabad	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Nashik	Dining	Chain	KFC 	15% off on a la carte food bill only	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Standalone	Tamarind 	15% off on Food & Beverages Bill	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Standalone	Tamarind Poolside	15% off on Food & Beverages Bill	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Standalone	Tavern  - The Bar	15% off on Food & Beverages Bill	"January 01, 2014"	"December 31, 2015"
Mumbai	Dining	Standalone	Coffee Talk - The coffee shop	15% off on Food & Beverages Bill	"January 01, 2014"	"December 31, 2015"
Ahmedabad	Dining	Chain	La Feasta Italian Cuisine Restaurant	15% off on ala carte food bill 	"June 01, 2013"	"July 31, 2014"
Ahmedabad	Dining	Chain	La Feasta Italian Cuisine Restaurant	15% off on ala carte food bill 	"June 01, 2013"	"July 31, 2014"
New Delhi	Dining	Standalone	1440	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Ghaziabad	Dining	Standalone	Qzine Diner Restaurant & Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Ghaziabad	Dining	Standalone	Pind Balluchi	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Chain	Pocket Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Chain	Pocket Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Chain	Pocket Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Urban Degchi Kitchen & Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Jacpot	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Tempting Restaurant	15% off on Food & Soft Beverages	"July 01, 2013"	"August 31, 2014"
Ghaziabad	Dining	Standalone	Tatva - Country Inn & Suites	25% off on Total Bill	"July 01, 2013"	"August 31, 2014"
Ghaziabad	Dining	Standalone	64/6 - Country Inn & Suites	25% off on Total Bill	"July 01, 2013"	"August 31, 2014"
Ghaziabad	Dining	Standalone	3b's - Country Inn & Suites	25% off on Total Bill	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Delhi 15	15% off on Food Bill	"July 01, 2013"	"August 31, 2014"
Kolkata	Dining	Standalone	Food Station	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Kolkata	Dining	Standalone	Tangerine Restaurant	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Kolkata	Dining	Standalone	Dan Sin Quin	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Tareef	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Tsaai Shen Yeh	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Chain	Marrakesh	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Chain	Marrakesh	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Chain	Marrakesh	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Sen5es - Oakwood Premier	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Bistro - Oakwood Premier	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Oak Lounge - Oakwood Premier	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Pinxx	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Mixx	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Pune	Dining	Standalone	Tiger Trail	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	Earl's Court	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	Xtronic	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	Hangout - Lounge Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	S4	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	72	20% off on food and soft beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Saptami	20% off on food and soft beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	The Chocolate Heaven	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	The Chocolate Heaven	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Pizzaroma	15% off on Total Bill	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Pizzaroma	15% off on Total Bill	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Pizzaroma	15% off on Total Bill	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Gusto Kitchen and Bar	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Marrakesh	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Marrakesh	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Drunken Munkey	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Veg Always	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Marimba Lounge and Bar	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Brun Caf_	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Temple One	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Vicinia	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Aqua	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Kebab Hut	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
